title,genres,year,imdbId
This So-Called Disaster,['Documentary'],2003,308488
13 Going on 30,"['Comedy', 'Fantasy', 'Romance']",2004,337563
Man on Fire,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2004,328107
Envy,['Comedy'],2004,326856
Godsend,"['Drama', 'Horror', 'Thriller']",2004,335121
Laws of Attraction,"['Comedy', 'Romance']",2004,323033
Mean Girls,['Comedy'],2004,377092
Van Helsing,"['Action', 'Adventure', 'Fantasy', 'Horror']",2004,338526
The Mudge Boy,['Drama'],2003,339419
Breakin' All the Rules,"['Comedy', 'Romance']",2004,349169
Troy,"['Action', 'Adventure', 'Drama', 'War']",2004,332452
Carandiru,"['Crime', 'Drama']",2003,293007
Coffee and Cigarettes,"['Comedy', 'Drama']",2003,379217
Eye See You (D-Tox),"['Horror', 'Thriller']",2002,160184
Watch on the Rhine,['Drama'],1943,36515
Enemy Mine,"['Adventure', 'Drama', 'Sci-Fi']",1985,89092
Enter the Dragon,"['Action', 'Crime']",1973,70034
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),"['Drama', 'Romance']",1997,118845
Henry & June,['Drama'],1990,99762
Martin,"['Drama', 'Horror']",1977,77914
The Three Faces of Eve,['Drama'],1957,51077
100 Girls,"['Comedy', 'Romance']",2000,214388
Fail-Safe,"['Drama', 'Thriller', 'War']",1964,58083
Paperhouse,"['Fantasy', 'Horror', 'Thriller']",1988,98061
Dobermann,"['Action', 'Crime']",1997,118996
Kwaidan (Kaidan),['Horror'],1964,58279
28 Up,['Documentary'],1985,88650
You Only Live Twice,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1967,62512
Octopussy,"['Action', 'Adventure', 'Thriller']",1983,86034
Wit,['Drama'],2001,243664
Never Say Never Again,"['Action', 'Adventure', 'Thriller']",1983,86006
Pride and Prejudice,"['Comedy', 'Drama', 'Romance']",1940,32943
The Fountainhead,['Drama'],1949,41386
Woman of the Year,"['Comedy', 'Romance']",1942,35567
"Samouraï, Le (Godson, The)","['Crime', 'Drama', 'Thriller']",1967,62229
Oklahoma!,"['Musical', 'Romance', 'Western']",1955,48445
Desert Hearts,['Drama'],1985,89015
Body Double,"['Mystery', 'Thriller']",1984,86984
Chaplin,['Drama'],1992,103939
The Miracle Worker,['Drama'],1962,56241
Monster in a Box,"['Comedy', 'Drama']",1992,102467
School Ties,['Drama'],1992,105327
Raising Cain,"['Horror', 'Thriller']",1992,105217
Rose Red,"['Horror', 'Mystery', 'Thriller']",2002,259153
Noises Off...,['Comedy'],1992,105017
Babylon 5: In the Beginning,"['Adventure', 'Sci-Fi']",1998,120711
"Witchfinder General (Conquerer Worm, The)",['Horror'],1968,63285
Versus,"['Action', 'Comedy', 'Fantasy', 'Horror']",2000,275773
Pride and Prejudice,"['Drama', 'Romance']",1995,112130
The China Syndrome,"['Drama', 'Thriller']",1979,78966
"Wages of Fear, The (Salaire de la peur, Le)","['Action', 'Adventure', 'Drama', 'Thriller']",1953,46268
Look Who's Talking Too,"['Comedy', 'Romance']",1990,100050
The Bells of St. Mary's,['Drama'],1945,37536
The Delta Force,['Action'],1986,90927
Pat and Mike,"['Comedy', 'Romance']",1952,45012
Animal Crackers,"['Comedy', 'Musical']",1930,20640
"He Said, She Said","['Comedy', 'Drama', 'Romance']",1991,102011
Bedazzled,"['Comedy', 'Fantasy']",1967,61391
Cat People,"['Drama', 'Horror', 'Romance', 'Thriller']",1942,34587
Camelot,"['Drama', 'Musical', 'Romance']",1967,61439
The Lonely Guy,['Comedy'],1984,87635
The Four Musketeers,"['Action', 'Adventure', 'Comedy', 'Romance']",1974,73012
Protocol,['Comedy'],1984,87951
The Postman Always Rings Twice,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1946,38854
Matinee,"['Comedy', 'Drama']",1993,107529
Baxter,"['Drama', 'Horror']",1989,94713
Explorers,"['Adventure', 'Children', 'Sci-Fi']",1985,89114
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",['Drama'],1993,107617
Pierrot le fou,"['Crime', 'Drama']",1965,59592
Weekend (a.k.a. Le Week-end) (Week End),['Drama'],1967,62480
Tuesdays with Morrie,['Drama'],1999,207805
Alexander Nevsky (Aleksandr Nevskiy),"['Action', 'Drama', 'War']",1938,29850
Jason and the Argonauts,"['Action', 'Adventure', 'Fantasy']",1963,57197
"Tinker, Tailor, Soldier, Spy","['Drama', 'Thriller']",1979,80297
Throne of Blood (Kumonosu jô),"['Action', 'Drama', 'Thriller', 'War']",1957,50613
"Best of Youth, The (La meglio gioventù)",['Drama'],2003,346336
Undercurrent,"['Film-Noir', 'Thriller']",1946,39066
"Bang, Bang, You're Dead",['Drama'],2002,288439
Twister,['Comedy'],1990,96321
Sniper,"['Action', 'Drama']",1993,108171
Genghis Blues,['Documentary'],1999,187859
"11'09""01 - September 11",['Drama'],2002,328802
The Parallax View,['Thriller'],1974,71970
The Warriors,"['Action', 'Adventure', 'Crime', 'Thriller']",1979,80120
Babylon 5: A Call to Arms,"['Adventure', 'Sci-Fi']",1999,146455
Babylon 5: The River of Souls,"['Drama', 'Sci-Fi']",1998,146247
Babylon 5: Thirdspace,"['Drama', 'Sci-Fi']",1998,121804
True Stories,"['Comedy', 'Musical']",1986,92117
"Virgin Spring, The (Jungfrukällan)","['Crime', 'Drama']",1960,53976
Mogambo,"['Adventure', 'Drama', 'Romance']",1953,46085
The Secret Life of Walter Mitty,"['Comedy', 'Romance', 'Thriller']",1947,39808
Another Thin Man,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",1939,31047
The Thin Man Goes Home,"['Comedy', 'Crime', 'Mystery']",1945,37365
Shadow of the Thin Man,"['Comedy', 'Crime', 'Mystery']",1941,34172
After the Thin Man,"['Comedy', 'Crime', 'Mystery', 'Romance']",1936,27260
Song of the Thin Man,"['Comedy', 'Crime', 'Drama', 'Musical', 'Mystery', 'Romance']",1947,39853
Love Crazy,['Comedy'],1941,33852
Gunga Din,"['Adventure', 'Comedy', 'War']",1939,31398
Children of Dune,"['Fantasy', 'Sci-Fi']",2003,287839
Dune,"['Drama', 'Fantasy', 'Sci-Fi']",2000,142032
Lammbock,['Comedy'],2001,258760
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)","['Action', 'Comedy']",1993,106936
Tremors II: Aftershocks,"['Comedy', 'Horror', 'Sci-Fi']",1996,114720
Tremors 3: Back to Perfection,"['Comedy', 'Horror', 'Sci-Fi']",2001,259685
Notorious C.H.O.,['Comedy'],2002,300274
The Plague of the Zombies,['Horror'],1966,60841
I Walked with a Zombie,"['Drama', 'Horror']",1943,36027
Highway 61,['Comedy'],1991,102035
How to Succeed in Business Without Really Trying,"['Comedy', 'Musical']",1967,61791
Pat Garrett and Billy the Kid,['Western'],1973,70518
"Last Man on Earth, The (Ultimo uomo della Terra, L')","['Drama', 'Horror', 'Sci-Fi']",1964,58700
"Duck, You Sucker","['Action', 'Western']",1971,67140
Bring Me the Head of Alfredo Garcia,"['Crime', 'Drama', 'Thriller']",1974,71249
Ride the High Country,"['Adventure', 'Drama', 'Western']",1962,56412
Master of the Flying Guillotine (Du bi quan wang da po xue di zi),['Action'],1975,72913
Frankenstein Must Be Destroyed,"['Drama', 'Horror', 'Sci-Fi']",1969,65738
Gidget,['Comedy'],1959,52847
Desperate Living,"['Comedy', 'Crime']",1977,75936
Stray Dog (Nora inu),"['Drama', 'Film-Noir', 'Thriller']",1949,41699
"Hidden Fortress, The (Kakushi-toride no san-akunin)","['Action', 'Adventure']",1958,51808
High and Low (Tengoku to jigoku),"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1963,57565
The People Under the Stairs,"['Horror', 'Mystery', 'Thriller']",1991,105121
Dark Days,['Documentary'],2000,235327
Zelig,['Comedy'],1983,86637
Shame (Skammen),"['Drama', 'War']",1968,63611
"Silence, The (Tystnaden)",['Drama'],1963,57611
Winter Light (Nattvardsgästerna),['Drama'],1963,57358
Through a Glass Darkly (Såsom i en spegel),['Drama'],1961,55499
The Magician,['Drama'],1958,51365
The Killers,"['Crime', 'Film-Noir']",1946,38669
The Night of the Iguana,"['Drama', 'Thriller']",1964,58404
Nightbreed,"['Fantasy', 'Horror']",1990,100260
Ken Park,['Drama'],2002,209077
Monterey Pop,"['Documentary', 'Musical']",1968,64689
A Bridge Too Far,"['Action', 'Drama', 'War']",1977,75784
Infernal Affairs (Mou gaan dou),"['Crime', 'Drama', 'Thriller']",2002,338564
"Tale of Two Sisters, A (Janghwa, Hongryeon)","['Drama', 'Horror', 'Mystery', 'Thriller']",2003,365376
Broadway Danny Rose,['Comedy'],1984,87003
From Beyond,"['Horror', 'Sci-Fi']",1986,91083
Robot Jox,['Sci-Fi'],1990,102800
Dolls,['Horror'],1987,92906
Space Truckers,"['Comedy', 'Sci-Fi']",1996,120199
Death Race 2000,"['Action', 'Sci-Fi']",1975,72856
A Bucket Of Blood,"['Comedy', 'Horror']",1959,52655
Brigadoon,"['Fantasy', 'Musical', 'Romance']",1954,46807
The Power of One,['Drama'],1992,105159
The Weather Underground,['Documentary'],2002,343168
Kikujiro (Kikujirô no natsu),"['Comedy', 'Drama']",1999,199683
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",['Drama'],2003,374546
The Phantom Tollbooth,"['Adventure', 'Animation', 'Children', 'Fantasy']",1970,64806
The Getaway,"['Action', 'Crime', 'Drama', 'Thriller']",1972,68638
Dark Water (Honogurai mizu no soko kara),"['Drama', 'Horror', 'Mystery', 'Thriller']",2002,308379
The Thing Called Love,"['Comedy', 'Drama', 'Romance']",1993,108327
The Thief,['Drama'],1997,124207
How to Steal a Million,"['Comedy', 'Crime', 'Romance']",1966,60522
"Stendhal Syndrome, The (Sindrome di Stendhal, La)","['Crime', 'Horror', 'Thriller']",1996,117658
Mean Streets,"['Crime', 'Drama']",1973,70379
Jack the Bear,"['Comedy', 'Drama']",1993,107247
I Am a Fugitive from a Chain Gang,"['Crime', 'Drama', 'Film-Noir']",1932,23042
Hamburger Hill,"['Action', 'Drama', 'War']",1987,93137
Sweet Bird of Youth,['Drama'],1962,56541
Frankenstein Unbound,"['Drama', 'Horror', 'Sci-Fi']",1990,99612
Shiri (Swiri),"['Action', 'Drama', 'Romance', 'Thriller']",1999,192657
Bad Day at Black Rock,"['Drama', 'Thriller', 'Western']",1955,47849
In China They Eat Dogs (I Kina spiser de hunde),"['Action', 'Comedy']",1999,180748
Delta Force 2 (Delta Force 2: The Colombian Connection),"['Action', 'Adventure', 'Thriller', 'War']",1990,99399
Crossroads,['Drama'],1986,90888
"Seducing Doctor Lewis (Grande séduction, La)",['Comedy'],2003,366532
Sunrise: A Song of Two Humans,"['Drama', 'Romance']",1927,18455
Shock Corridor,['Drama'],1963,57495
Au revoir les enfants,['Drama'],1987,92593
Pursuit of Happiness,"['Comedy', 'Romance']",2001,243508
Gladiator,"['Action', 'Drama']",1992,104346
Indestructible Man,"['Crime', 'Horror', 'Sci-Fi']",1956,49363
The Wasp Woman,"['Horror', 'Sci-Fi']",1959,54462
Attack of the Giant Leeches,"['Horror', 'Sci-Fi']",1959,53611
Dead or Alive: Hanzaisha,"['Action', 'Crime']",1999,221111
Lola Montès,['Drama'],1955,48308
Charly,"['Drama', 'Sci-Fi']",1968,62794
Lust for Life,['Drama'],1956,49456
"Dolce Vita, La",['Drama'],1960,53779
Jin Roh: The Wolf Brigade (Jin-Rô),"['Animation', 'Fantasy', 'Thriller']",1998,193253
Rush,"['Crime', 'Drama']",1991,102820
Captain Blood,"['Action', 'Adventure', 'Romance']",1935,26174
*batteries not included,"['Children', 'Comedy', 'Fantasy', 'Sci-Fi']",1987,92494
Educating Rita,"['Comedy', 'Drama']",1983,85478
Sansho the Bailiff (Sanshô dayû),['Drama'],1954,47445
Zazie dans le métro,['Comedy'],1960,54494
The Americanization of Emily,"['Comedy', 'Drama', 'War']",1964,57840
Anne of the Thousand Days,['Drama'],1969,64030
"Avventura, L' (Adventure, The)","['Drama', 'Mystery', 'Romance']",1960,53619
Beyond the Valley of the Dolls,"['Comedy', 'Horror']",1970,65466
Hiroshima Mon Amour,"['Drama', 'Romance', 'War']",1959,52893
Ugetsu (Ugetsu monogatari),"['Drama', 'Thriller']",1953,46478
The Day of the Jackal,"['Crime', 'Thriller']",1973,69947
Night of the Living Dead,['Horror'],1990,100258
"Maltese Falcon, The (a.k.a. Dangerous Female)",['Mystery'],1931,22111
I Love You Again,"['Comedy', 'Drama']",1940,32617
Safety Last!,"['Action', 'Comedy', 'Romance']",1923,14429
While the City Sleeps,"['Drama', 'Film-Noir']",1956,49949
Little Murders,"['Comedy', 'Crime']",1971,67350
Viridiana,"['Comedy', 'Drama']",1961,55601
Masterminds,"['Action', 'Comedy', 'Thriller']",1997,119630
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Mystery']",1979,79833
Arizona Dream,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1993,106307
3 Women (Three Women),['Drama'],1977,75612
Grey Gardens,['Documentary'],1975,73076
Purple Rain,"['Drama', 'Musical']",1984,87957
Point of No Return,"['Action', 'Thriller']",1993,107843
"Hairdresser's Husband, The (Le mari de la coiffeuse)","['Comedy', 'Drama', 'Romance']",1990,100112
College,['Comedy'],1927,17765
Mitchell,"['Action', 'Crime']",1975,73396
Used People,"['Comedy', 'Drama']",1992,105706
The Front Page,"['Comedy', 'Drama', 'Romance']",1931,21890
Dolls,"['Drama', 'Romance']",2002,330229
The Man Who Came to Dinner,['Comedy'],1942,33874
Make Way for Tomorrow,['Drama'],1937,29192
The Major and the Minor,"['Comedy', 'Romance']",1942,35019
The Caine Mutiny,"['Drama', 'War']",1954,46816
Black Narcissus,['Drama'],1947,39192
Escape from Alcatraz,"['Drama', 'Thriller']",1979,79116
Oliver Twist,"['Adventure', 'Crime', 'Drama']",1948,40662
Shrek 2,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical', 'Romance']",2004,298148
The Day After Tomorrow,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",2004,319262
Raising Helen,"['Comedy', 'Drama', 'Romance']",2004,350028
Soul Plane,['Comedy'],2004,367085
Baadasssss! (How to Get the Man's Foot Outta Your Ass),['Drama'],2003,367790
Saved!,"['Comedy', 'Drama']",2004,332375
Harry Potter and the Prisoner of Azkaban,"['Adventure', 'Fantasy', 'IMAX']",2004,304141
Mindhunters,"['Action', 'Crime', 'Horror', 'Mystery', 'Thriller']",2004,297284
"Blind Swordsman: Zatoichi, The (Zatôichi)","['Action', 'Comedy', 'Crime', 'Drama']",2003,363226
The Chronicles of Riddick,"['Action', 'Sci-Fi', 'Thriller']",2004,296572
Garfield: The Movie,"['Animation', 'Children', 'Comedy']",2004,356634
The Stepford Wives,"['Comedy', 'Fantasy', 'Thriller']",2004,327162
The Hunting of the President,['Documentary'],2004,391225
Napoleon Dynamite,['Comedy'],2004,374900
The Doctor,['Drama'],1991,101746
The Dresser,['Drama'],1983,85461
Father Hood,['Comedy'],1993,106877
Hello Again,['Comedy'],1987,93175
Hope Springs,"['Comedy', 'Romance']",2003,314431
Lover Come Back,"['Comedy', 'Romance']",1961,55100
Police Academy: Mission to Moscow,"['Comedy', 'Crime']",1994,110857
Big Wednesday,"['Comedy', 'Drama']",1978,77235
Book of Love,"['Comedy', 'Romance']",1990,99166
Hour of the Wolf (Vargtimmen),"['Drama', 'Horror']",1968,63759
Suddenly,"['Crime', 'Drama', 'Film-Noir']",1954,47542
The Divorcee,"['Drama', 'Romance']",1930,20827
Meet the Applegates,['Comedy'],1991,100129
Robot Carnival (Roboto kânibauru),"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",1987,93871
Americathon,"['Comedy', 'Sci-Fi']",1979,78766
Sands of Iwo Jima,"['Action', 'Drama', 'Romance', 'War']",1949,41841
This Island Earth,['Sci-Fi'],1955,47577
Anthony Adverse,"['Adventure', 'Romance']",1936,27300
Blackboard Jungle,['Drama'],1955,47885
Luna Papa,"['Comedy', 'Drama', 'Fantasy']",1999,170259
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto),"['Crime', 'Drama', 'Thriller']",1970,65889
To Each His Own,['Drama'],1946,39040
The Heiress,"['Drama', 'Romance']",1949,41452
Dragon Seed,"['Drama', 'War']",1944,36777
Executive Suite,['Drama'],1954,46963
Johnny Belinda,['Drama'],1948,40495
Super Size Me,"['Comedy', 'Documentary', 'Drama']",2004,390521
Johnny Eager,"['Crime', 'Drama', 'Film-Noir', 'Romance']",1942,33774
"Jetée, La","['Romance', 'Sci-Fi']",1962,56119
Northwest Passage,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller', 'Western']",1940,32851
The Picture of Dorian Gray,"['Drama', 'Fantasy', 'Horror']",1945,37988
"Human Condition I, The (Ningen no joken I)","['Drama', 'War']",1959,53114
Please Don't Eat the Daisies,"['Children', 'Comedy', 'Musical']",1960,54188
White Heat,"['Crime', 'Drama', 'Film-Noir']",1949,42041
"Christmas Carol, A (Scrooge)","['Drama', 'Fantasy']",1951,44008
Memphis Belle,"['Action', 'Drama', 'War']",1990,100133
The Cincinnati Kid,['Drama'],1965,59037
Animal Factory,"['Crime', 'Drama']",2000,204137
Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),"['Action', 'Horror', 'Sci-Fi']",1974,71565
The Hitcher,"['Action', 'Thriller']",1986,91209
Show Boat,"['Drama', 'Musical', 'Romance']",1951,44030
Fear X,"['Mystery', 'Thriller']",2003,289944
Freaks,"['Crime', 'Drama', 'Horror']",1932,22913
The Immigrant,['Comedy'],1917,8133
Silent Movie,['Comedy'],1976,75222
Anna Christie,['Drama'],1930,20641
Dr. Jekyll and Mr. Hyde,"['Drama', 'Horror']",1931,22835
Around the World in 80 Days,"['Adventure', 'Children', 'Comedy']",2004,327437
Dodgeball: A True Underdog Story,['Comedy'],2004,364725
The Terminal,"['Comedy', 'Drama', 'Romance']",2004,362227
Dear Frankie,"['Drama', 'Romance']",2004,377752
White Chicks,"['Action', 'Comedy', 'Crime']",2004,381707
The Door in the Floor,['Drama'],2004,348593
The Notebook,"['Drama', 'Romance']",2004,332280
Two Brothers (Deux frères),"['Adventure', 'Children', 'Drama']",2004,338512
De-Lovely,"['Drama', 'Musical']",2004,352277
A Day at the Races,"['Comedy', 'Musical']",1937,28772
Bob & Carol & Ted & Alice,"['Comedy', 'Drama']",1969,64100
A Claymation Christmas Celebration,"['Animation', 'Children', 'Comedy', 'Musical']",1987,272045
"Happenstance (Battement d'ailes du papillon, Le)","['Comedy', 'Drama']",2001,243135
Comandante,['Documentary'],2003,342213
Undead,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",2003,339840
Into the Woods,"['Adventure', 'Comedy', 'Fantasy', 'Musical']",1991,99851
Pirates of Silicon Valley,"['Documentary', 'Drama']",1999,168122
Manufacturing Consent: Noam Chomsky and the Media,"['Documentary', 'War']",1992,104810
Mayor of the Sunset Strip,['Documentary'],2003,230512
Killing Me Softly,"['Drama', 'Mystery', 'Romance', 'Thriller']",2002,250468
The Philadelphia Experiment,"['Adventure', 'Drama', 'Sci-Fi']",1984,87910
Juice,"['Action', 'Crime', 'Drama', 'Thriller']",1992,104573
Revenge of the Pink Panther,"['Comedy', 'Crime']",1978,78163
Angels with Dirty Faces,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1938,29870
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),"['Comedy', 'Drama']",1933,24803
Taxi,"['Action', 'Comedy']",1998,152930
Taxi 3,"['Action', 'Comedy']",2003,295721
Tokyo Godfathers,"['Adventure', 'Animation', 'Drama']",2003,388473
Our Hospitality,['Comedy'],1923,14341
All of Me,"['Comedy', 'Fantasy']",1984,86873
The Farmer's Daughter,['Comedy'],1947,39370
Overboard,"['Comedy', 'Romance']",1987,93693
Butterfield 8,['Drama'],1960,53622
"Exterminating Angel, The (Ángel exterminador, El)","['Comedy', 'Drama', 'Fantasy', 'Mystery']",1962,56732
Fahrenheit 9/11,['Documentary'],2004,361596
Roxanne,"['Comedy', 'Romance']",1987,93886
Dr. Terror's House of Horrors,"['Horror', 'Sci-Fi']",1965,59125
Secret Society,['Comedy'],2002,217788
The Last Starfighter,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1984,87597
Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2004,316654
Before Sunset,"['Drama', 'Romance']",2004,381681
King Arthur,"['Action', 'Adventure', 'Drama', 'War']",2004,349683
Anchorman: The Legend of Ron Burgundy,['Comedy'],2004,357413
A Cinderella Story,"['Comedy', 'Romance']",2004,356470
"I, Robot","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2004,343818
"Maria Full of Grace (Maria, Llena eres de gracia)","['Crime', 'Drama']",2004,390221
Long Day's Journey Into Night,['Drama'],1962,56196
"Short Film About Killing, A (Krótki film o zabijaniu)","['Crime', 'Drama']",1988,95468
The Bourne Supremacy,"['Action', 'Crime', 'Thriller']",2004,372183
Catwoman,"['Action', 'Crime', 'Fantasy']",2004,327554
A Home at the End of the World,"['Drama', 'Romance']",2004,359423
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)","['Crime', 'Horror', 'Mystery', 'Thriller']",1933,23563
Flash Gordon Conquers the Universe,"['Action', 'Sci-Fi']",1940,32475
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)","['Adventure', 'Drama']",1956,49902
"Miracle of Marcelino, The (Marcelino pan y vino)","['Comedy', 'Drama']",1955,47216
Slaughterhouse-Five,"['Comedy', 'Drama', 'Sci-Fi', 'War']",1972,69280
The Bachelor and the Bobby-Soxer,['Comedy'],1947,39169
Mr. Blandings Builds His Dream House,['Comedy'],1948,40613
My Favorite Wife,"['Comedy', 'Romance']",1940,29284
The New Adventures of Pippi Longstocking,"['Adventure', 'Children', 'Fantasy', 'Musical']",1988,93744
Night and Day,"['Drama', 'Musical']",1946,38776
The Snake Pit,['Drama'],1948,40806
The Super,['Comedy'],1991,103007
"Leopard, The (Gattopardo, Il)","['Drama', 'War']",1963,57091
The Day of the Locust,['Drama'],1975,72848
To End All Wars,"['Action', 'Drama', 'War']",2001,243609
"Woman Is a Woman, A (femme est une femme, Une)","['Comedy', 'Drama', 'Musical', 'Romance']",1961,55572
Biggles,"['Adventure', 'Fantasy', 'Sci-Fi']",1986,90729
"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",['Comedy'],1963,57171
Unprecedented: The 2000 Presidential Election,['Documentary'],2002,346091
The Prime of Miss Jean Brodie,['Drama'],1969,64840
My Voyage to Italy (Il mio viaggio in Italia),['Documentary'],1999,173772
This Gun for Hire,"['Crime', 'Film-Noir', 'Thriller']",1942,35432
Sherlock Holmes: Terror by Night,"['Crime', 'Mystery', 'Thriller']",1946,39017
The Spy Who Came in from the Cold,"['Drama', 'Thriller']",1965,59749
Sherlock Holmes and the Secret Weapon,"['Crime', 'Mystery', 'Thriller']",1942,35317
Sherlock Holmes: The Woman in Green,['Mystery'],1945,38259
Sherlock Holmes: Dressed to Kill,"['Crime', 'Mystery']",1946,38494
The Manchurian Candidate,['Thriller'],2004,368008
Thunderbirds,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2004,167456
The Village,"['Drama', 'Mystery', 'Thriller']",2004,368447
Garden State,"['Comedy', 'Drama', 'Romance']",2004,333766
Musa the Warrior (Musa),"['Action', 'Adventure', 'Drama', 'War']",2001,275083
A Funny Thing Happened on the Way to the Forum,"['Comedy', 'Musical']",1966,60438
Collateral,"['Action', 'Crime', 'Drama', 'Thriller']",2004,369339
Little Black Book,"['Comedy', 'Romance']",2004,361841
Code 46,"['Romance', 'Sci-Fi']",2003,345061
"Story of Women (Affaire de femmes, Une)",['Drama'],1988,96336
Harold and Kumar Go to White Castle,"['Adventure', 'Comedy']",2004,366551
The Princess Diaries 2: Royal Engagement,"['Comedy', 'Romance']",2004,368933
Danny Deckchair,"['Comedy', 'Romance']",2003,337960
AVP: Alien vs. Predator,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2004,370263
We Don't Live Here Anymore,['Drama'],2004,361309
Without a Paddle,['Comedy'],2004,364751
Exorcist: The Beginning,"['Horror', 'Thriller']",2004,204313
"Bill Cosby, Himself","['Comedy', 'Documentary']",1983,83652
Anacondas: The Hunt for the Blood Orchid,"['Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",2004,366174
Suspect Zero,"['Crime', 'Thriller']",2004,324127
Warriors of Heaven and Earth (Tian di ying xiong),"['Action', 'Adventure', 'Drama']",2003,374330
Vanity Fair,"['Drama', 'Romance']",2004,241025
Paparazzi,"['Drama', 'Thriller']",2004,338325
Wicker Park,"['Drama', 'Romance', 'Thriller']",2004,324554
Alice Doesn't Live Here Anymore,"['Drama', 'Romance']",1974,71115
Who's That Knocking at My Door?,['Drama'],1967,63803
Camera Buff (Amator),['Drama'],1979,78763
"Vitelloni, I (a.k.a. The Young and the Passionate)",['Drama'],1953,46521
Cellular,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2004,337921
Resident Evil: Apocalypse,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2004,318627
Mr. 3000,"['Comedy', 'Drama']",2004,339412
Sky Captain and the World of Tomorrow,"['Action', 'Adventure', 'Sci-Fi']",2004,346156
Wimbledon,"['Comedy', 'Romance']",2004,360201
First Daughter,"['Comedy', 'Romance']",2004,361620
The Forgotten,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2004,356618
"Motorcycle Diaries, The (Diarios de motocicleta)","['Adventure', 'Drama']",2004,318462
Shaun of the Dead,"['Comedy', 'Horror']",2004,365748
"Come Back, Little Sheba",['Drama'],1952,44509
Murder on the Orient Express,"['Crime', 'Mystery', 'Thriller']",1974,71877
Mask,['Drama'],1985,89560
Orca: The Killer Whale,"['Action', 'Drama', 'Horror', 'Thriller']",1977,76504
1492: Conquest of Paradise,"['Adventure', 'Drama']",1992,103594
Cannibal Holocaust,['Horror'],1980,78935
Shark Tale,"['Animation', 'Children', 'Comedy']",2004,307453
Ladder 49,"['Action', 'Drama', 'Thriller']",2004,349710
I Heart Huckabees,['Comedy'],2004,356721
Raise Your Voice,['Romance'],2004,361696
Taxi,"['Action', 'Comedy']",2004,316732
Primer,"['Drama', 'Sci-Fi']",2004,390384
Stage Beauty,['Drama'],2004,368658
Shall We Dance?,"['Comedy', 'Romance']",2004,358135
Team America: World Police,"['Action', 'Adventure', 'Animation', 'Comedy']",2004,372588
Eulogy,"['Comedy', 'Crime', 'Drama']",2004,349416
P.S.,"['Comedy', 'Drama', 'Fantasy', 'Romance']",2004,380609
The Country Girl,['Drama'],1954,46874
The Rose Tattoo,"['Drama', 'Romance']",1955,48563
The Fearless Vampire Killers,"['Comedy', 'Horror']",1967,61655
"Decline of the American Empire, The (Déclin de l'empire américain, Le)","['Comedy', 'Drama']",1986,90985
Bebe's Kids,"['Animation', 'Children', 'Comedy']",1992,103783
Friday Night Lights,"['Action', 'Drama']",2004,390022
Tarnation,['Documentary'],2003,390538
The Final Cut,"['Sci-Fi', 'Thriller']",2004,364343
Being Julia,"['Comedy', 'Drama']",2004,340012
Surviving Christmas,['Comedy'],2004,252028
The Grudge,"['Horror', 'Mystery', 'Thriller']",2004,391198
Alfie,"['Comedy', 'Drama', 'Romance']",2004,375173
Sideways,"['Comedy', 'Drama', 'Romance']",2004,375063
The Machinist,"['Drama', 'Mystery', 'Thriller']",2004,361862
Vera Drake,['Drama'],2004,383694
Falling Angels,['Drama'],2003,365183
Lightning in a Bottle,['Documentary'],2004,396705
